ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
1654864246596389777,1654864246596379510,160,2,7370,C,B,260750000000,200,0,12838835,0,10267,11663198,MSFT
1654864246596389777,1654864246596379510,160,2,7370,A,B,260770000000,200,0,12840351,130,10267,11663198,MSFT
1654864246596402935,1654864246596392579,160,2,7370,C,A,261890000000,200,0,12839943,0,10356,11663199,MSFT
1654864246596402935,1654864246596392579,160,2,7370,A,A,261860000000,200,0,12840355,130,10356,11663199,MSFT
1654864246610566914,1654864246610556700,160,2,7370,C,A,261860000000,200,0,12840355,130,10214,11663246,MSFT
1654864246610579200,1654864246610568903,160,2,7370,A,A,261950000000,200,0,12840423,130,10297,11663247,MSFT
1654864246713611915,1654864246713601514,160,2,7370,C,B,260770000000,200,0,12840351,0,10401,11663875,MSFT
1654864246713611915,1654864246713601514,160,2,7370,A,B,260780000000,200,0,12840935,130,10401,11663875,MSFT
1654864246740632154,1654864246740621894,160,2,7370,C,B,260780000000,200,0,12840935,0,10260,11664131,MSFT
1654864246740632154,1654864246740621894,160,2,7370,A,B,260880000000,200,0,12841051,130,10260,11664131,MSFT
1654864247347295589,1654864247347284959,160,2,7370,C,B,260880000000,200,0,12841051,0,10630,11667564,MSFT
1654864247347295589,1654864247347284959,160,2,7370,A,B,260890000000,200,0,12843299,130,10630,11667564,MSFT
1654864247533616162,1654864247533605644,160,2,7370,C,B,260890000000,200,0,12843299,0,10518,11668327,MSFT
1654864247533616162,1654864247533605644,160,2,7370,A,B,260900000000,200,0,12844031,130,10518,11668327,MSFT
1654864247666720293,1654864247666709437,160,2,7370,A,A,261780000000,100,0,12844659,130,10856,11669059,MSFT
1654864247666739314,1654864247666729071,160,2,7370,C,B,260900000000,200,0,12844031,130,10243,11669060,MSFT
1654864247668009877,1654864247667999423,160,2,7370,C,A,261780000000,100,0,12844659,130,10454,11669067,MSFT
1654864247718777470,1654864247718766548,160,2,7370,A,B,260700000000,200,0,12845151,130,10922,11669299,MSFT
1654864247741720944,1654864247741710528,160,2,7370,C,B,260700000000,200,0,12845151,0,10416,11669359,MSFT
1654864247741720944,1654864247741710528,160,2,7370,A,B,260790000000,200,0,12845223,130,10416,11669359,MSFT
1654864247848906621,1654864247848896098,160,2,7370,C,A,261950000000,200,0,12840423,0,10523,11669584,MSFT
1654864247848906621,1654864247848896098,160,2,7370,A,A,261880000000,200,0,12845379,130,10523,11669584,MSFT
1654864248056040674,1654864248056029819,160,2,7370,C,B,260790000000,200,0,12845223,0,10855,11670107,MSFT
1654864248056040674,1654864248056029819,160,2,7370,A,B,260850000000,200,0,12845975,130,10855,11670107,MSFT
1654864248401665620,1654864248401655161,160,2,7370,C,B,260850000000,200,0,12845975,0,10459,11671644,MSFT
1654864248401665620,1654864248401655161,160,2,7370,A,B,260860000000,200,0,12846811,130,10459,11671644,MSFT
1654864248438687510,1654864248438676966,160,2,7370,C,B,260860000000,200,0,12846811,0,10544,11671841,MSFT
1654864248438687510,1654864248438676966,160,2,7370,A,B,260870000000,200,0,12846879,130,10544,11671841,MSFT
1654864248544635713,1654864248544625406,160,2,7370,C,A,261880000000,200,0,12845379,130,10307,11673313,MSFT
1654864248544648289,1654864248544637943,160,2,7370,A,A,261950000000,200,0,12847363,130,10346,11673314,MSFT
1654864248629904642,1654864248629893917,160,2,7370,C,B,260870000000,200,0,12846879,0,10725,11674146,MSFT
1654864248629904642,1654864248629893917,160,2,7370,A,B,260890000000,200,0,12847947,130,10725,11674146,MSFT
1654864248913707345,1654864248913696927,160,2,7370,C,B,260890000000,200,0,12847947,130,10418,11677037,MSFT
1654864248913720346,1654864248913709858,160,2,7370,A,B,260790000000,200,0,12849355,130,10488,11677038,MSFT
1654864248962229020,1654864248962218300,160,2,7370,C,A,261950000000,200,0,12847363,0,10720,11677215,MSFT
1654864248962229020,1654864248962218300,160,2,7370,A,A,261940000000,200,0,12849543,130,10720,11677215,MSFT
1654864249016263723,1654864249016252939,160,2,7370,C,B,260790000000,200,0,12849355,0,10784,11677523,MSFT
1654864249016263723,1654864249016252939,160,2,7370,A,B,260800000000,200,0,12849707,130,10784,11677523,MSFT
1654864249068298049,1654864249068287519,160,2,7370,C,A,261940000000,200,0,12849543,0,10530,11678021,MSFT
1654864249068298049,1654864249068287519,160,2,7370,A,A,261930000000,200,0,12849911,130,10530,11678021,MSFT
1654864249106588706,1654864249106578425,160,2,7370,C,A,261930000000,200,0,12849911,0,10281,11678602,MSFT
1654864249106588706,1654864249106578425,160,2,7370,A,A,261920000000,200,0,12850183,130,10281,11678602,MSFT
1654864249227488256,1654864249227475350,160,2,7370,T,N,261010000000,5,0,0,130,12906,11679249,MSFT
1654864249242996349,1654864249242984957,160,2,7370,T,N,261010000000,5,0,0,130,11392,11679480,MSFT
1654864249427530854,1654864249427519880,160,2,7370,C,B,260800000000,200,0,12849707,0,10974,11680461,MSFT
1654864249427530854,1654864249427519880,160,2,7370,A,B,260870000000,200,0,12851835,130,10974,11680461,MSFT
1654864249718000181,1654864249717989158,160,2,7370,C,B,260870000000,200,0,12851835,0,11023,11682843,MSFT
1654864249718000181,1654864249717989158,160,2,7370,A,B,260880000000,200,0,12852983,130,11023,11682843,MSFT
1654864250029789656,1654864250029779313,160,2,7370,C,A,261920000000,200,0,12850183,130,10343,11684678,MSFT
1654864250029803588,1654864250029792355,160,2,7370,A,A,261990000000,200,0,12854211,130,11233,11684679,MSFT
1654864250407663874,1654864250407653224,160,2,7370,C,A,261990000000,200,0,12854211,0,10650,11686321,MSFT
1654864250407663874,1654864250407653224,160,2,7370,A,A,261970000000,200,0,12855279,130,10650,11686321,MSFT
1654864250583784855,1654864250583774059,160,2,7370,C,A,261970000000,200,0,12855279,0,10796,11686685,MSFT
1654864250583784855,1654864250583774059,160,2,7370,A,A,261960000000,200,0,12855547,130,10796,11686685,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,N,261500000000,34,0,0,0,17419,11687734,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,N,261500000000,100,0,0,0,17419,11687735,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,N,261560000000,100,0,0,0,17419,11687736,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,N,261600000000,139,0,0,0,17419,11687737,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,N,261600000000,461,0,0,0,17419,11687738,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,B,261700000000,35,0,0,0,17419,11687739,MSFT
1654864250919575728,1654864250919558309,160,2,7370,F,A,261700000000,35,0,12826487,0,17419,11687739,MSFT
1654864250919575728,1654864250919558309,160,2,7370,C,A,261700000000,35,0,12826487,0,17419,11687739,MSFT
1654864250919575728,1654864250919558309,160,2,7370,T,B,261700000000,65,0,0,130,17419,11687740,MSFT
1654864250919575728,1654864250919558309,160,2,7370,F,A,261700000000,65,0,12826607,130,17419,11687740,MSFT
1654864250919575728,1654864250919558309,160,2,7370,C,A,261700000000,65,0,12826607,130,17419,11687740,MSFT
1654864250919596232,1654864250919585810,160,2,7370,A,B,261140000000,100,0,12856219,130,10422,11687741,MSFT
1654864250919602356,1654864250919588582,160,2,7370,A,B,261140000000,100,0,12856227,130,13774,11687743,MSFT
1654864250919613517,1654864250919602066,160,2,7370,A,B,261140000000,100,0,12856247,128,11451,11687744,MSFT
1654864250919668264,1654864250919657970,160,2,7370,A,B,261160000000,100,0,12856271,130,10294,11687747,MSFT
1654864250920621380,1654864250920611414,160,2,7370,C,B,261140000000,100,0,12856227,130,9966,11687751,MSFT
1654864250924947865,1654864250924937877,160,2,7370,C,B,261160000000,100,0,12856271,130,9988,11687773,MSFT
1654864250930010385,1654864250929999954,160,2,7370,C,B,261140000000,100,0,12856247,130,10431,11687795,MSFT
1654864250939613744,1654864250939603250,160,2,7370,C,B,261140000000,100,0,12856219,130,10494,11687874,MSFT
1654864250987600475,1654864250987590260,160,2,7370,C,A,261960000000,200,0,12855547,130,10215,11688012,MSFT
1654864250987612441,1654864250987602248,160,2,7370,A,A,262040000000,200,0,12856527,130,10193,11688013,MSFT
1654864251094310596,1654864251094300054,160,2,7370,C,B,260880000000,200,0,12852983,0,10542,11689454,MSFT
1654864251094310596,1654864251094300054,160,2,7370,A,B,260970000000,200,0,12857151,130,10542,11689454,MSFT
1654864251157647699,1654864251157637764,160,2,7370,C,B,260970000000,200,0,12857151,130,9935,11690530,MSFT
1654864251157660804,1654864251157650323,160,2,7370,A,B,260850000000,200,0,12857743,130,10481,11690531,MSFT
1654864251162970028,1654864251162959887,160,2,7370,C,A,262040000000,200,0,12856527,130,10141,11690633,MSFT
1654864251162982530,1654864251162972029,160,2,7370,A,A,262140000000,200,0,12857795,130,10501,11690634,MSFT
1654864251269617266,1654864251269605996,160,2,7370,C,B,260850000000,200,0,12857743,0,11270,11691431,MSFT
1654864251269617266,1654864251269605996,160,2,7370,A,B,260920000000,200,0,12858347,130,11270,11691431,MSFT
1654864251303637422,1654864251303626788,160,2,7370,C,A,262140000000,200,0,12857795,0,10634,11691712,MSFT
1654864251303637422,1654864251303626788,160,2,7370,A,A,262060000000,200,0,12858475,130,10634,11691712,MSFT
1654864251441725827,1654864251441715308,160,2,7370,C,A,262060000000,200,0,12858475,0,10519,11692263,MSFT
1654864251441725827,1654864251441715308,160,2,7370,A,A,262050000000,200,0,12858835,130,10519,11692263,MSFT
1654864251892572738,1654864251892561642,160,2,7370,T,N,261720000000,20,0,0,130,11096,11693663,MSFT
1654864251919081613,1654864251919070951,160,2,7370,C,A,262050000000,200,0,12858835,0,10662,11693748,MSFT
1654864251919081613,1654864251919070951,160,2,7370,A,A,262030000000,200,0,12860355,130,10662,11693748,MSFT
1654864251968131631,1654864251968120964,160,2,7370,C,B,260920000000,200,0,12858347,0,10667,11693965,MSFT
1654864251968131631,1654864251968120964,160,2,7370,A,B,260930000000,200,0,12860571,130,10667,11693965,MSFT
1654864252125259675,1654864252125248776,160,2,7370,C,B,257970000000,2,0,367927,130,10899,11694382,MSFT
1654864252126783959,1654864252126773603,160,2,7370,A,B,259970000000,2,0,12861035,130,10356,11694386,MSFT
1654864252153240673,1654864252153229936,160,2,7370,C,A,262030000000,200,0,12860355,0,10737,11694445,MSFT
1654864252153240673,1654864252153229936,160,2,7370,A,A,262020000000,200,0,12861115,130,10737,11694445,MSFT
1654864252282329834,1654864252282319324,160,2,7370,C,A,262020000000,200,0,12861115,0,10510,11694909,MSFT
1654864252282329834,1654864252282319324,160,2,7370,A,A,262010000000,200,0,12861635,130,10510,11694909,MSFT
1654864252375074915,1654864252375064747,160,2,7370,C,B,260930000000,200,0,12860571,130,10168,11695486,MSFT
1654864252375088796,1654864252375078184,160,2,7370,A,B,260810000000,200,0,12861955,130,10612,11695487,MSFT
1654864252506553150,1654864252506542737,160,2,7370,C,A,262010000000,200,0,12861635,0,10413,11696394,MSFT
1654864252506553150,1654864252506542737,160,2,7370,A,A,262000000000,200,0,12862627,130,10413,11696394,MSFT
1654864252544574260,1654864252544563863,160,2,7370,C,A,262000000000,200,0,12862627,0,10397,11696535,MSFT
1654864252544574260,1654864252544563863,160,2,7370,A,A,261930000000,200,0,12862691,130,10397,11696535,MSFT
1654864252891806453,1654864252891796129,160,2,7370,C,B,260810000000,200,0,12861955,0,10324,11698940,MSFT
1654864252891806453,1654864252891796129,160,2,7370,A,B,260910000000,200,0,12864211,130,10324,11698940,MSFT
1654864252938568003,1654864252938557813,160,2,7370,C,A,261930000000,200,0,12862691,130,10190,11699180,MSFT
1654864252938580282,1654864252938569844,160,2,7370,A,A,262010000000,200,0,12864387,130,10438,11699181,MSFT
1654864253040905043,1654864253040894361,160,2,7370,C,B,260910000000,200,0,12864211,0,10682,11699485,MSFT
1654864253040905043,1654864253040894361,160,2,7370,A,B,260920000000,200,0,12864695,130,10682,11699485,MSFT
1654864253173151656,1654864253173141351,160,2,7370,C,A,262010000000,200,0,12864387,130,10305,11700188,MSFT
1654864253173163779,1654864253173153076,160,2,7370,A,A,262080000000,200,0,12865423,130,10703,11700189,MSFT
1654864253204460658,1654864253204450168,160,2,7370,C,A,262080000000,200,0,12865423,130,10490,11700547,MSFT
1654864253204473510,1654864253204462844,160,2,7370,A,A,262160000000,200,0,12865699,130,10666,11700548,MSFT
1654864253212878644,1654864253212868504,160,2,7370,C,B,260920000000,200,0,12864695,130,10140,11700589,MSFT
1654864253212892428,1654864253212882021,160,2,7370,A,B,260850000000,200,0,12865811,130,10407,11700590,MSFT
1654864253310073018,1654864253310061961,160,2,7370,C,A,262160000000,200,0,12865699,0,11057,11701064,MSFT
1654864253310073018,1654864253310061961,160,2,7370,A,A,262150000000,200,0,12866123,130,11057,11701064,MSFT
1654864253323079980,1654864253323069464,160,2,7370,C,B,260850000000,200,0,12865811,0,10516,11701130,MSFT
1654864253323079980,1654864253323069464,160,2,7370,A,B,260860000000,200,0,12866239,130,10516,11701130,MSFT
1654864253323095150,1654864253323084748,160,2,7370,C,A,262150000000,200,0,12866123,0,10402,11701131,MSFT
1654864253323095150,1654864253323084748,160,2,7370,A,A,262120000000,200,0,12866243,130,10402,11701131,MSFT
1654864253374801836,1654864253374791326,160,2,7370,C,B,260860000000,200,0,12866239,0,10510,11701286,MSFT
1654864253374801836,1654864253374791326,160,2,7370,A,B,260930000000,200,0,12866439,130,10510,11701286,MSFT
1654864253375383645,1654864253375373381,160,2,7370,C,A,262120000000,200,0,12866243,130,10264,11701289,MSFT
1654864253375395879,1654864253375385394,160,2,7370,A,A,262230000000,200,0,12866447,130,10485,11701290,MSFT
1654864253375522755,1654864253375512761,160,2,7370,C,B,260930000000,200,0,12866439,130,9994,11701291,MSFT
1654864253375536069,1654864253375525275,160,2,7370,A,B,260840000000,200,0,12866479,130,10794,11701292,MSFT
1654864253375601179,1654864253375591097,160,2,7370,C,A,262230000000,200,0,12866447,130,10082,11701293,MSFT
1654864253375613979,1654864253375603375,160,2,7370,A,A,262300000000,200,0,12866483,130,10604,11701294,MSFT
1654864253480202794,1654864253480192190,160,2,7370,C,A,262300000000,200,0,12866483,0,10604,11701749,MSFT
1654864253480202794,1654864253480192190,160,2,7370,A,A,262290000000,200,0,12866823,130,10604,11701749,MSFT
1654864253558249138,1654864253558238771,160,2,7370,C,B,260840000000,200,0,12866479,0,10367,11702287,MSFT
1654864253558249138,1654864253558238771,160,2,7370,A,B,260900000000,200,0,12867591,130,10367,11702287,MSFT
1654864253582388572,1654864253582378091,160,2,7370,C,A,262290000000,200,0,12866823,0,10481,11702391,MSFT
1654864253582388572,1654864253582378091,160,2,7370,A,A,262280000000,200,0,12867759,130,10481,11702391,MSFT
1654864253690870605,1654864253690860664,160,2,7370,C,B,260900000000,200,0,12867591,130,9941,11702906,MSFT
1654864253690883859,1654864253690873601,160,2,7370,A,B,260820000000,200,0,12868279,130,10258,11702907,MSFT
1654864253701341576,1654864253701331102,160,2,7370,C,A,262280000000,200,0,12867759,0,10474,11703002,MSFT
1654864253701341576,1654864253701331102,160,2,7370,A,A,262220000000,200,0,12868499,130,10474,11703002,MSFT
1654864253791718445,1654864253791707981,160,2,7370,C,B,260820000000,200,0,12868279,0,10464,11703324,MSFT
1654864253791718445,1654864253791707981,160,2,7370,A,B,260830000000,200,0,12868939,130,10464,11703324,MSFT
1654864253791733302,1654864253791722868,160,2,7370,C,A,262220000000,200,0,12868499,0,10434,11703325,MSFT
1654864253791733302,1654864253791722868,160,2,7370,A,A,262210000000,200,0,12868943,130,10434,11703325,MSFT
1654864253892977453,1654864253892966245,160,2,7370,C,A,262210000000,200,0,12868943,0,11208,11703716,MSFT
1654864253892977453,1654864253892966245,160,2,7370,A,A,262200000000,200,0,12869239,130,11208,11703716,MSFT
1654864253998897917,1654864253998887702,160,2,7370,C,A,262200000000,200,0,12869239,0,10215,11704481,MSFT
1654864253998897917,1654864253998887702,160,2,7370,A,A,261910000000,200,0,12869671,130,10215,11704481,MSFT
1654864254067961260,1654864254067951102,160,2,7370,C,B,260830000000,200,0,12868939,130,10158,11704837,MSFT
1654864254067983359,1654864254067972745,160,2,7370,A,B,260760000000,200,0,12869939,130,10614,11704839,MSFT
1654864254171408511,1654864254171398229,160,2,7370,C,A,261910000000,200,0,12869671,0,10282,11705241,MSFT
1654864254171408511,1654864254171398229,160,2,7370,A,A,261900000000,200,0,12870199,130,10282,11705241,MSFT
1654864254255028590,1654864254255018460,160,2,7370,C,B,260760000000,200,0,12869939,130,10130,11706942,MSFT
1654864254255043484,1654864254255032229,160,2,7370,A,B,260690000000,200,0,12870875,130,11255,11706943,MSFT
1654864254273367367,1654864254273356843,160,2,7370,C,A,261900000000,200,0,12870199,0,10524,11707525,MSFT
1654864254273367367,1654864254273356843,160,2,7370,A,A,261890000000,200,0,12871171,130,10524,11707525,MSFT
1654864254565006524,1654864254564995908,160,2,7370,C,B,260690000000,200,0,12870875,0,10616,11710514,MSFT
1654864254565006524,1654864254564995908,160,2,7370,A,B,260720000000,200,0,12873311,130,10616,11710514,MSFT
1654864254575010165,1654864254574999723,160,2,7370,C,A,261890000000,200,0,12871171,0,10442,11710540,MSFT
1654864254575010165,1654864254574999723,160,2,7370,A,A,261820000000,200,0,12873339,130,10442,11710540,MSFT
1654864254789415143,1654864254789404430,160,2,7370,C,A,261820000000,200,0,12873339,0,10713,11711873,MSFT
1654864254789415143,1654864254789404430,160,2,7370,A,A,261810000000,200,0,12874575,130,10713,11711873,MSFT
1654864254804474733,1654864254804464211,160,2,7370,C,A,261810000000,200,0,12874575,130,10522,11711927,MSFT
1654864254804488144,1654864254804477433,160,2,7370,A,A,261900000000,200,0,12874639,130,10711,11711928,MSFT
1654864254804693154,1654864254804682854,160,2,7370,C,A,261900000000,200,0,12874639,130,10300,11711929,MSFT
1654864254804705455,1654864254804694361,160,2,7370,A,A,261970000000,200,0,12874675,130,11094,11711930,MSFT
1654864254805537469,1654864254805527226,160,2,7370,C,A,261970000000,200,0,12874675,130,10243,11711932,MSFT
1654864254805551320,1654864254805540626,160,2,7370,A,A,262040000000,200,0,12874719,130,10694,11711933,MSFT
1654864254874825902,1654864254874815703,160,2,7370,C,A,262040000000,200,0,12874719,130,10199,11712346,MSFT
1654864254874838963,1654864254874828637,160,2,7370,A,A,262120000000,200,0,12875107,130,10326,11712348,MSFT
1654864254940302334,1654864254940291945,160,2,7370,C,B,260720000000,200,0,12873311,0,10389,11712590,MSFT
1654864254940302334,1654864254940291945,160,2,7370,A,B,260780000000,200,0,12875431,130,10389,11712590,MSFT
1654864255078410558,1654864255078400291,160,2,7370,C,A,262120000000,200,0,12875107,0,10267,11713454,MSFT
1654864255078410558,1654864255078400291,160,2,7370,A,A,262110000000,200,0,12875907,130,10267,11713454,MSFT
1654864255080822035,1654864255080811584,160,2,7370,C,A,262110000000,200,0,12875907,0,10451,11713462,MSFT
1654864255080822035,1654864255080811584,160,2,7370,A,A,261960000000,200,0,12875923,130,10451,11713462,MSFT
1654864255083953864,1654864255083943800,160,2,7370,C,A,261960000000,200,0,12875923,130,10064,11713472,MSFT
1654864255083967946,1654864255083957657,160,2,7370,A,A,262060000000,200,0,12875951,130,10289,11713473,MSFT
1654864255153918147,1654864255153907608,160,2,7370,C,A,262060000000,200,0,12875951,130,10539,11713991,MSFT
1654864255153931275,1654864255153920991,160,2,7370,A,A,262240000000,200,0,12876471,130,10284,11713992,MSFT
1654864255465378396,1654864255465367728,160,2,7370,C,A,262240000000,200,0,12876471,0,10668,11715422,MSFT
1654864255465378396,1654864255465367728,160,2,7370,A,A,262100000000,200,0,12878363,130,10668,11715422,MSFT
1654864255648504845,1654864255648493843,160,2,7370,C,A,262100000000,200,0,12878363,0,11002,11716170,MSFT
1654864255648504845,1654864255648493843,160,2,7370,A,A,262060000000,200,0,12879091,130,11002,11716170,MSFT
1654864256277220293,1654864256277210129,160,2,7370,C,A,262060000000,200,0,12879091,130,10164,11718854,MSFT
1654864256277234710,1654864256277223555,160,2,7370,A,A,262140000000,200,0,12882087,130,11155,11718855,MSFT
1654864256303062438,1654864256303051481,160,2,7370,C,A,266500000000,2,0,12784995,130,10957,11718935,MSFT
1654864256377567730,1654864256377557479,160,2,7370,C,A,262140000000,200,0,12882087,0,10251,11719098,MSFT
1654864256377567730,1654864256377557479,160,2,7370,A,A,262130000000,200,0,12882391,130,10251,11719098,MSFT
1654864256474110864,1654864256474100164,160,2,7370,C,B,260780000000,200,0,12875431,0,10700,11719524,MSFT
1654864256474110864,1654864256474100164,160,2,7370,A,B,260790000000,200,0,12882675,130,10700,11719524,MSFT
1654864256484069712,1654864256484059164,160,2,7370,C,B,260790000000,200,0,12882675,0,10548,11719533,MSFT
1654864256484069712,1654864256484059164,160,2,7370,A,B,260850000000,200,0,12882687,130,10548,11719533,MSFT
1654864256484084412,1654864256484073728,160,2,7370,C,A,262130000000,200,0,12882391,0,10684,11719534,MSFT
1654864256484084412,1654864256484073728,160,2,7370,A,A,262120000000,200,0,12882691,130,10684,11719534,MSFT
1654864256557115495,1654864256557105049,160,2,7370,C,A,262120000000,200,0,12882691,0,10446,11719751,MSFT
1654864256557115495,1654864256557105049,160,2,7370,A,A,261920000000,200,0,12882835,130,10446,11719751,MSFT
1654864256799009718,1654864256798999491,160,2,7370,C,A,261920000000,200,0,12882835,130,10227,11721189,MSFT
1654864256799023792,1654864256799013298,160,2,7370,A,A,262030000000,200,0,12883919,130,10494,11721190,MSFT
1654864256868749529,1654864256868739262,160,2,7370,C,A,262030000000,200,0,12883919,130,10267,11721447,MSFT
1654864256868762537,1654864256868752236,160,2,7370,A,A,262100000000,200,0,12884167,130,10301,11721448,MSFT
1654864256927804969,1654864256927794727,160,2,7370,C,A,262100000000,200,0,12884167,130,10242,11721682,MSFT
1654864256927818335,1654864256927807644,160,2,7370,A,A,262190000000,200,0,12884375,130,10691,11721683,MSFT
1654864256971527472,1654864256971515730,160,2,7370,T,N,261060000000,5,0,0,130,11742,11721981,MSFT
1654864257032814726,1654864257032804221,160,2,7370,C,B,260850000000,200,0,12882687,0,10505,11722156,MSFT
1654864257032814726,1654864257032804221,160,2,7370,A,B,260990000000,200,0,12885143,130,10505,11722156,MSFT
1654864257075104929,1654864257075093791,160,2,7370,C,B,260990000000,200,0,12885143,128,11138,11722262,MSFT
1654864257075117819,1654864257075107383,160,2,7370,A,B,260910000000,200,0,12885231,130,10436,11722265,MSFT
1654864257083268232,1654864257083258200,160,2,7370,C,B,260910000000,200,0,12885231,130,10032,11722277,MSFT
1654864257083282269,1654864257083271939,160,2,7370,A,B,260840000000,200,0,12885255,130,10330,11722278,MSFT
1654864257083296865,1654864257083286566,160,2,7370,C,A,262190000000,200,0,12884375,0,10299,11722279,MSFT
1654864257083296865,1654864257083286566,160,2,7370,A,A,262110000000,200,0,12885263,130,10299,11722279,MSFT
1654864257194967046,1654864257194956350,160,2,7370,C,A,262110000000,200,0,12885263,0,10696,11722848,MSFT
1654864257194967046,1654864257194956350,160,2,7370,A,A,261900000000,200,0,12885695,130,10696,11722848,MSFT
1654864257211766056,1654864257211756008,160,2,7370,C,A,261900000000,200,0,12885695,130,10048,11722902,MSFT
1654864257211780957,1654864257211768501,160,2,7370,A,A,262000000000,200,0,12885819,130,12456,11722903,MSFT
1654864257384952977,1654864257384942564,160,2,7370,C,B,260840000000,200,0,12885255,130,10413,11724243,MSFT
1654864257384966395,1654864257384956067,160,2,7370,A,B,260750000000,200,0,12886823,130,10328,11724244,MSFT
1654864257501315511,1654864257501304536,160,2,7370,C,A,262000000000,200,0,12885819,0,10975,11725069,MSFT
1654864257501315511,1654864257501304536,160,2,7370,A,A,261870000000,200,0,12887531,130,10975,11725069,MSFT
1654864257586111053,1654864257586101002,160,2,7370,C,A,261870000000,200,0,12887531,130,10051,11725411,MSFT
1654864257586124166,1654864257586113892,160,2,7370,A,A,262010000000,200,0,12887951,130,10274,11725412,MSFT
1654864257586399696,1654864257586389727,160,2,7370,C,A,262010000000,200,0,12887951,130,9969,11725413,MSFT
1654864257586412854,1654864257586402333,160,2,7370,A,A,262080000000,200,0,12887995,130,10521,11725414,MSFT
1654864257709473997,1654864257709462628,160,2,7370,C,B,260750000000,200,0,12886823,0,11369,11725844,MSFT
1654864257709473997,1654864257709462628,160,2,7370,A,B,260760000000,200,0,12888799,130,11369,11725844,MSFT
1654864257757538892,1654864257757528563,160,2,7370,C,B,260760000000,200,0,12888799,0,10329,11726108,MSFT
1654864257757538892,1654864257757528563,160,2,7370,A,B,260880000000,200,0,12888907,130,10329,11726108,MSFT
1654864257765354827,1654864257765344854,160,2,7370,C,B,260880000000,200,0,12888907,130,9973,11726137,MSFT
1654864257765368700,1654864257765357850,160,2,7370,A,B,260800000000,200,0,12888971,130,10850,11726138,MSFT
1654864257958678968,1654864257958668582,160,2,7370,C,A,262080000000,200,0,12887995,0,10386,11726984,MSFT
1654864257958678968,1654864257958668582,160,2,7370,A,A,261880000000,200,0,12889623,130,10386,11726984,MSFT
1654864258135812714,1654864258135802329,160,2,7370,C,A,261880000000,200,0,12889623,0,10385,11728696,MSFT
1654864258135812714,1654864258135802329,160,2,7370,A,A,261870000000,200,0,12891195,130,10385,11728696,MSFT
1654864258208858922,1654864258208848358,160,2,7370,C,A,261870000000,200,0,12891195,0,10564,11728968,MSFT
1654864258208858922,1654864258208848358,160,2,7370,A,A,261830000000,200,0,12891627,130,10564,11728968,MSFT
1654864258407986439,1654864258407975884,160,2,7370,C,A,261830000000,200,0,12891627,0,10555,11730117,MSFT
1654864258407986439,1654864258407975884,160,2,7370,A,A,261820000000,200,0,12892623,130,10555,11730117,MSFT
1654864258422988764,1654864258422978649,160,2,7370,C,A,261820000000,200,0,12892623,130,10115,11730249,MSFT
1654864258423002541,1654864258422992124,160,2,7370,A,A,261890000000,200,0,12892783,130,10417,11730250,MSFT
1654864259258990116,1654864259258979451,160,2,7370,C,A,261890000000,200,0,12892783,0,10665,11733925,MSFT
1654864259258990116,1654864259258979451,160,2,7370,A,A,261880000000,200,0,12896067,130,10665,11733925,MSFT
1654864259272995278,1654864259272984934,160,2,7370,C,B,260800000000,200,0,12888971,0,10344,11733975,MSFT
1654864259272995278,1654864259272984934,160,2,7370,A,B,260830000000,200,0,12896155,130,10344,11733975,MSFT
1654864259398021563,1654864259398010874,160,2,7370,C,B,260830000000,200,0,12896155,130,10689,11734766,MSFT
1654864259398033849,1654864259398023473,160,2,7370,A,B,260760000000,200,0,12896715,130,10376,11734767,MSFT
1654864259490506246,1654864259490493925,160,2,7370,A,A,261840000000,100,0,12897007,130,12321,11735177,MSFT
1654864259491936646,1654864259491926586,160,2,7370,C,A,261840000000,100,0,12897007,130,10060,11735185,MSFT
1654864259557279318,1654864259557269009,160,2,7370,C,B,260760000000,200,0,12896715,0,10309,11735621,MSFT
1654864259557279318,1654864259557269009,160,2,7370,A,B,260770000000,200,0,12897367,130,10309,11735621,MSFT
1654864259623324669,1654864259623314105,160,2,7370,C,B,260770000000,200,0,12897367,0,10564,11735939,MSFT
1654864259623324669,1654864259623314105,160,2,7370,A,B,260890000000,200,0,12897547,130,10564,11735939,MSFT
1654864259684159323,1654864259684148995,160,2,7370,A,A,261800000000,100,0,12897871,130,10328,11736215,MSFT
1654864259685550026,1654864259685540227,160,2,7370,C,A,261800000000,100,0,12897871,130,9799,11736224,MSFT
1654864259717519186,1654864259717508321,160,2,7370,C,A,264790000000,11,0,12682871,130,10865,11736317,MSFT
1654864259739007480,1654864259738997268,160,2,7370,C,A,261880000000,200,0,12896067,130,10212,11736370,MSFT
1654864259739021360,1654864259739010910,160,2,7370,A,A,261960000000,200,0,12898231,130,10450,11736371,MSFT
1654864259755218662,1654864259755207757,160,2,7370,C,B,260890000000,200,0,12897547,130,10905,11736417,MSFT
