ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
1654864259755230687,1654864259755220370,160,2,7370,A,B,260820000000,200,0,12898295,130,10317,11736418,MSFT
1654864259834834694,1654864259834824574,160,2,7370,C,A,261960000000,200,0,12898231,130,10120,11736657,MSFT
1654864259834849089,1654864259834838459,160,2,7370,A,A,262040000000,200,0,12898475,130,10630,11736658,MSFT
1654864259940906904,1654864259940896353,160,2,7370,C,A,262040000000,200,0,12898475,0,10551,11737337,MSFT
1654864259940906904,1654864259940896353,160,2,7370,A,A,262030000000,200,0,12898831,130,10551,11737337,MSFT
1654864260044135123,1654864260044124750,160,2,7370,C,A,262030000000,200,0,12898831,0,10373,11737919,MSFT
1654864260044135123,1654864260044124750,160,2,7370,A,A,262020000000,200,0,12899283,130,10373,11737919,MSFT
1654864260058208703,1654864260058198242,160,2,7370,C,A,262020000000,200,0,12899283,0,10461,11738066,MSFT
1654864260058208703,1654864260058198242,160,2,7370,A,A,261910000000,200,0,12899359,130,10461,11738066,MSFT
1654864260377143740,1654864260377133019,160,2,7370,A,A,261120000000,6,0,12900391,130,10721,11740051,MSFT
1654864260377371490,1654864260377360320,160,2,7370,T,B,261120000000,6,0,0,130,11170,11740054,MSFT
1654864260377371490,1654864260377360320,160,2,7370,F,A,261120000000,6,0,12900391,130,11170,11740054,MSFT
1654864260377371490,1654864260377360320,160,2,7370,C,A,261120000000,6,0,12900391,130,11170,11740054,MSFT
1654864260377393484,1654864260377382059,160,2,7370,A,B,261030000000,100,0,12900431,130,11425,11740055,MSFT
1654864260390099175,1654864260390089110,160,2,7370,C,B,261030000000,100,0,12900431,130,10065,11740080,MSFT
1654864260447198249,1654864260447187864,160,2,7370,C,B,260820000000,200,0,12898295,130,10385,11741017,MSFT
1654864260447211623,1654864260447200931,160,2,7370,A,B,260710000000,200,0,12900847,130,10692,11741018,MSFT
1654864260548032410,1654864260548021801,160,2,7370,C,B,260710000000,200,0,12900847,0,10609,11741688,MSFT
1654864260548032410,1654864260548021801,160,2,7370,A,B,260720000000,200,0,12901331,130,10609,11741688,MSFT
1654864260548809930,1654864260548792251,160,2,7370,C,B,260720000000,200,0,12901331,0,17679,11741691,MSFT
1654864260548809930,1654864260548792251,160,2,7370,A,B,260750000000,200,0,12901335,130,17679,11741691,MSFT
1654864260650469794,1654864260650459254,160,2,7370,C,B,260750000000,200,0,12901335,0,10540,11742174,MSFT
1654864260650469794,1654864260650459254,160,2,7370,A,B,260760000000,200,0,12901663,130,10540,11742174,MSFT
1654864260660474866,1654864260660464394,160,2,7370,C,A,261910000000,200,0,12899359,0,10472,11742208,MSFT
1654864260660474866,1654864260660464394,160,2,7370,A,A,261830000000,200,0,12901695,130,10472,11742208,MSFT
1654864260845530375,1654864260845520113,160,2,7370,C,A,261830000000,200,0,12901695,130,10262,11743152,MSFT
1654864260845543839,1654864260845533210,160,2,7370,A,A,261920000000,200,0,12902267,130,10629,11743153,MSFT
1654864260854959711,1654864260854948239,160,2,7370,C,B,260760000000,200,0,12901663,0,11472,11743188,MSFT
1654864260854959711,1654864260854948239,160,2,7370,A,B,260770000000,200,0,12902347,130,11472,11743188,MSFT
1654864260855838134,1654864260855828257,160,2,7370,C,A,261920000000,200,0,12902267,130,9877,11743210,MSFT
1654864260855851247,1654864260855840798,160,2,7370,A,A,262000000000,200,0,12902363,130,10449,11743211,MSFT
1654864260960679478,1654864260960668992,160,2,7370,C,B,260770000000,200,0,12902347,0,10486,11743738,MSFT
1654864260960679478,1654864260960668992,160,2,7370,A,B,260830000000,200,0,12902743,130,10486,11743738,MSFT
1654864261220349282,1654864261220338786,160,2,7370,C,A,262000000000,200,0,12902363,0,10496,11745216,MSFT
1654864261220349282,1654864261220338786,160,2,7370,A,A,261860000000,200,0,12903595,130,10496,11745216,MSFT
1654864261530072957,1654864261530062420,160,2,7370,C,A,261860000000,200,0,12903595,0,10537,11747431,MSFT
1654864261530072957,1654864261530062420,160,2,7370,A,A,261840000000,200,0,12905183,130,10537,11747431,MSFT
1654864262005768850,1654864262005736209,160,2,7370,C,A,261840000000,200,0,12905183,0,32641,11750107,MSFT
1654864262005768850,1654864262005736209,160,2,7370,A,A,261830000000,200,0,12907843,128,32641,11750107,MSFT
1654864262189646802,1654864262189636481,160,2,7370,C,B,260830000000,200,0,12902743,130,10321,11750907,MSFT
1654864262189660876,1654864262189650079,160,2,7370,A,B,260730000000,200,0,12908971,130,10797,11750908,MSFT
1654864262229655452,1654864262229645280,160,2,7370,C,B,260730000000,200,0,12908971,130,10172,11751257,MSFT
1654864262287265740,1654864262287255024,160,2,7370,A,B,260700000000,200,0,12909839,130,10716,11751617,MSFT
1654864262372324250,1654864262372313408,160,2,7370,C,A,261830000000,200,0,12907843,0,10842,11752000,MSFT
1654864262372324250,1654864262372313408,160,2,7370,A,A,261720000000,200,0,12910115,130,10842,11752000,MSFT
1654864262461273878,1654864262461263584,160,2,7370,A,B,261020000000,200,0,12910355,130,10294,11752612,MSFT
1654864262709110885,1654864262709100525,160,2,7370,C,B,260700000000,200,0,12909839,130,10360,11753874,MSFT
1654864262760584518,1654864262760574025,160,2,7370,A,B,260690000000,200,0,12911483,130,10493,11754016,MSFT
1654864262965859793,1654864262965849312,160,2,7370,C,B,260690000000,200,0,12911483,0,10481,11755239,MSFT
1654864262965859793,1654864262965849312,160,2,7370,A,B,260710000000,200,0,12912807,130,10481,11755239,MSFT
1654864262972654379,1654864262972644360,160,2,7370,C,A,261720000000,200,0,12910115,130,10019,11755266,MSFT
1654864262972667850,1654864262972657397,160,2,7370,A,A,261790000000,200,0,12912831,130,10453,11755267,MSFT
1654864263043068677,1654864263043058546,160,2,7370,C,A,261790000000,200,0,12912831,130,10131,11755738,MSFT
1654864263043082594,1654864263043072035,160,2,7370,A,A,261880000000,200,0,12913003,130,10559,11755739,MSFT
1654864263060540176,1654864263060529808,160,2,7370,C,B,260710000000,200,0,12912807,0,10368,11755878,MSFT
1654864263060540176,1654864263060529808,160,2,7370,A,B,260720000000,200,0,12913103,130,10368,11755878,MSFT
1654864263142707072,1654864263142697031,160,2,7370,C,A,261880000000,200,0,12913003,130,10041,11756337,MSFT
1654864263142721354,1654864263142710683,160,2,7370,A,A,262020000000,200,0,12913463,130,10671,11756338,MSFT
1654864263156124636,1654864263156114016,160,2,7370,C,B,260720000000,200,0,12913103,0,10620,11756438,MSFT
1654864263156124636,1654864263156114016,160,2,7370,A,B,260780000000,200,0,12913519,130,10620,11756438,MSFT
1654864263214615322,1654864263214605258,160,2,7370,C,A,262020000000,200,0,12913463,130,10064,11756665,MSFT
1654864263214629814,1654864263214618733,160,2,7370,A,A,262130000000,200,0,12913707,130,11081,11756666,MSFT
1654864263320302158,1654864263320291518,160,2,7370,C,A,262130000000,200,0,12913707,0,10640,11757195,MSFT
1654864263320302158,1654864263320291518,160,2,7370,A,A,262120000000,200,0,12914143,130,10640,11757195,MSFT
1654864263387345358,1654864263387335055,160,2,7370,C,B,260780000000,200,0,12913519,0,10303,11757430,MSFT
1654864263387345358,1654864263387335055,160,2,7370,A,B,260850000000,200,0,12914299,130,10303,11757430,MSFT
1654864263387359492,1654864263387348975,160,2,7370,C,A,262120000000,200,0,12914143,0,10517,11757431,MSFT
1654864263387359492,1654864263387348975,160,2,7370,A,A,261960000000,200,0,12914303,130,10517,11757431,MSFT
1654864263488284870,1654864263488274683,160,2,7370,C,A,261960000000,200,0,12914303,130,10187,11757740,MSFT
1654864263488298065,1654864263488287613,160,2,7370,A,A,262030000000,200,0,12914627,130,10452,11757741,MSFT
1654864263560913525,1654864263560902741,160,2,7370,C,B,260850000000,200,0,12914299,130,10784,11758206,MSFT
1654864263560926333,1654864263560916120,160,2,7370,A,B,260770000000,200,0,12915095,130,10213,11758207,MSFT
1654864263671539664,1654864263671528731,160,2,7370,C,B,260770000000,200,0,12915095,0,10933,11758943,MSFT
1654864263671539664,1654864263671528731,160,2,7370,A,B,260830000000,200,0,12915527,130,10933,11758943,MSFT
1654864263671553641,1654864263671543193,160,2,7370,C,A,262030000000,200,0,12914627,0,10448,11758944,MSFT
1654864263671553641,1654864263671543193,160,2,7370,A,A,261840000000,200,0,12915531,130,10448,11758944,MSFT
1654864264581361897,1654864264581351266,160,2,7370,C,A,261840000000,200,0,12915531,0,10631,11764300,MSFT
1654864264581361897,1654864264581351266,160,2,7370,A,A,261830000000,200,0,12919083,130,10631,11764300,MSFT
1654864264716896839,1654864264716886527,160,2,7370,C,B,260830000000,200,0,12915527,130,10312,11764737,MSFT
1654864264716911122,1654864264716900150,160,2,7370,A,B,260720000000,200,0,12919795,130,10972,11764738,MSFT
1654864264817539088,1654864264817528411,160,2,7370,C,A,261830000000,200,0,12919083,0,10677,11765030,MSFT
1654864264817539088,1654864264817528411,160,2,7370,A,A,261820000000,200,0,12920015,130,10677,11765030,MSFT
1654864264827540792,1654864264827530465,160,2,7370,C,A,261820000000,200,0,12920015,0,10327,11765180,MSFT
1654864264827540792,1654864264827530465,160,2,7370,A,A,261780000000,200,0,12920099,130,10327,11765180,MSFT
1654864264873008519,1654864264872998459,160,2,7370,C,A,261780000000,200,0,12920099,130,10060,11765523,MSFT
1654864264873021706,1654864264873011011,160,2,7370,A,A,261870000000,200,0,12920215,130,10695,11765525,MSFT
1654864264896967351,1654864264896956754,160,2,7370,C,B,260720000000,200,0,12919795,0,10597,11766301,MSFT
1654864264896967351,1654864264896956754,160,2,7370,A,B,260730000000,200,0,12920471,130,10597,11766301,MSFT
1654864264943412899,1654864264943402199,160,2,7370,C,A,261870000000,200,0,12920215,130,10700,11766616,MSFT
1654864264943424873,1654864264943414394,160,2,7370,A,A,261970000000,200,0,12920711,130,10479,11766617,MSFT
1654864264943747818,1654864264943737684,160,2,7370,C,A,261970000000,200,0,12920711,130,10134,11766621,MSFT
1654864264943760924,1654864264943750136,160,2,7370,A,A,262050000000,200,0,12920735,130,10788,11766622,MSFT
1654864265000942677,1654864265000932269,160,2,7370,C,B,260730000000,200,0,12920471,0,10408,11767218,MSFT
1654864265000942677,1654864265000932269,160,2,7370,A,B,260740000000,200,0,12921047,130,10408,11767218,MSFT
1654864265047825045,1654864265047814374,160,2,7370,C,A,262050000000,200,0,12920735,0,10671,11767516,MSFT
1654864265047825045,1654864265047814374,160,2,7370,A,A,262040000000,200,0,12921235,130,10671,11767516,MSFT
1654864265079087167,1654864265079076659,160,2,7370,C,A,262040000000,200,0,12921235,0,10508,11768171,MSFT
1654864265079087167,1654864265079076659,160,2,7370,A,A,261990000000,200,0,12921671,130,10508,11768171,MSFT
1654864265103102959,1654864265103092637,160,2,7370,C,B,260740000000,200,0,12921047,0,10322,11768359,MSFT
1654864265103102959,1654864265103092637,160,2,7370,A,B,260750000000,200,0,12921879,130,10322,11768359,MSFT
1654864265113957591,1654864265113947495,160,2,7370,C,A,261990000000,200,0,12921671,130,10096,11768413,MSFT
1654864265113969661,1654864265113959209,160,2,7370,A,A,262120000000,200,0,12921963,130,10452,11768414,MSFT
1654864265114113919,1654864265114103949,160,2,7370,C,A,262120000000,200,0,12921963,130,9970,11768415,MSFT
1654864265114126890,1654864265114116384,160,2,7370,A,A,262220000000,200,0,12921995,130,10506,11768416,MSFT
1654864265175670877,1654864265175659583,160,2,7370,T,A,261020000000,5,0,0,130,11294,11768814,MSFT
1654864265175670877,1654864265175659583,160,2,7370,F,B,261020000000,5,0,12910355,130,11294,11768814,MSFT
1654864265175670877,1654864265175659583,160,2,7370,C,B,261020000000,5,0,12910355,130,11294,11768814,MSFT
1654864265211193881,1654864265211183454,160,2,7370,C,B,260750000000,200,0,12921879,0,10427,11768940,MSFT
1654864265211193881,1654864265211183454,160,2,7370,A,B,260760000000,200,0,12922339,130,10427,11768940,MSFT
1654864265221105545,1654864265221094960,160,2,7370,C,A,262220000000,200,0,12921995,0,10585,11768963,MSFT
1654864265221105545,1654864265221094960,160,2,7370,A,A,262210000000,200,0,12922367,130,10585,11768963,MSFT
1654864265425338678,1654864265425327471,160,2,7370,C,A,262210000000,200,0,12922367,0,11207,11769716,MSFT
1654864265425338678,1654864265425327471,160,2,7370,A,A,262200000000,200,0,12922959,130,11207,11769716,MSFT
1654864265428315587,1654864265428305096,160,2,7370,C,B,260760000000,200,0,12922339,0,10491,11769729,MSFT
1654864265428315587,1654864265428305096,160,2,7370,A,B,260800000000,200,0,12922995,130,10491,11769729,MSFT
1654864265428378030,1654864265428367169,160,2,7370,C,A,262200000000,200,0,12922959,0,10861,11769730,MSFT
1654864265428378030,1654864265428367169,160,2,7370,A,A,261960000000,200,0,12922999,130,10861,11769730,MSFT
1654864265616472706,1654864265616462328,160,2,7370,C,A,261960000000,200,0,12922999,0,10378,11770127,MSFT
1654864265616472706,1654864265616462328,160,2,7370,A,A,261930000000,200,0,12923479,130,10378,11770127,MSFT
1654864265653302647,1654864265653291533,160,2,7370,C,B,260800000000,200,0,12922995,0,11114,11770201,MSFT
1654864265653302647,1654864265653291533,160,2,7370,A,B,260850000000,200,0,12923563,130,11114,11770201,MSFT
1654864265654307298,1654864265654297286,160,2,7370,C,B,260850000000,200,0,12923563,130,10012,11770203,MSFT
1654864265654320798,1654864265654310475,160,2,7370,A,B,260770000000,200,0,12923571,130,10323,11770204,MSFT
1654864265778577677,1654864265778566421,160,2,7370,C,B,260770000000,200,0,12923571,0,11256,11770497,MSFT
1654864265778577677,1654864265778566421,160,2,7370,A,B,260820000000,200,0,12923939,130,11256,11770497,MSFT
1654864265778591290,1654864265778580947,160,2,7370,C,A,261930000000,200,0,12923479,0,10343,11770498,MSFT
1654864265778591290,1654864265778580947,160,2,7370,A,A,261880000000,200,0,12923943,130,10343,11770498,MSFT
1654864266008735060,1654864266008723580,160,2,7370,C,A,261880000000,200,0,12923943,0,11480,11771580,MSFT
1654864266008735060,1654864266008723580,160,2,7370,A,A,261870000000,200,0,12924707,130,11480,11771580,MSFT
1654864266038358628,1654864266038346939,160,2,7370,T,A,261020000000,50,0,0,130,11689,11771766,MSFT
1654864266038358628,1654864266038346939,160,2,7370,F,B,261020000000,50,0,12910355,130,11689,11771766,MSFT
1654864266038358628,1654864266038346939,160,2,7370,C,B,261020000000,50,0,12910355,130,11689,11771766,MSFT
1654864266320933863,1654864266320923526,160,2,7370,C,B,260820000000,200,0,12923939,0,10337,11773092,MSFT
1654864266320933863,1654864266320923526,160,2,7370,A,B,260850000000,200,0,12925863,130,10337,11773092,MSFT
1654864266503337457,1654864266503326982,160,2,7370,C,B,260850000000,200,0,12925863,0,10475,11773858,MSFT
1654864266503337457,1654864266503326982,160,2,7370,A,B,260860000000,200,0,12926535,130,10475,11773858,MSFT
1654864266648670531,1654864266648660278,160,2,7370,C,B,260860000000,200,0,12926535,130,10253,11774538,MSFT
1654864266648684710,1654864266648674286,160,2,7370,A,B,260790000000,200,0,12926887,130,10424,11774539,MSFT
1654864266763523019,1654864266763512305,160,2,7370,C,A,261870000000,200,0,12924707,0,10714,11775058,MSFT
1654864266763523019,1654864266763512305,160,2,7370,A,A,261770000000,200,0,12927143,130,10714,11775058,MSFT
1654864267051913961,1654864267051903463,160,2,7370,C,B,260790000000,200,0,12926887,0,10498,11776133,MSFT
1654864267051913961,1654864267051903463,160,2,7370,A,B,260800000000,200,0,12927883,130,10498,11776133,MSFT
1654864267174660407,1654864267174646791,160,2,7370,T,N,261620000000,34,0,0,0,13616,11776449,MSFT
1654864267174660407,1654864267174646791,160,2,7370,T,N,261670000000,50,0,0,0,13616,11776450,MSFT
1654864267174660407,1654864267174646791,160,2,7370,T,N,261700000000,16,0,0,130,13616,11776451,MSFT
1654864267251666173,1654864267251654602,160,2,7370,T,A,261020000000,100,0,0,130,11571,11776659,MSFT
1654864267251666173,1654864267251654602,160,2,7370,F,B,261020000000,100,0,12910355,130,11571,11776659,MSFT
1654864267251666173,1654864267251654602,160,2,7370,C,B,261020000000,100,0,12910355,130,11571,11776659,MSFT
1654864267487523078,1654864267487512802,160,2,7370,C,B,260800000000,200,0,12927883,130,10276,11777581,MSFT
1654864267487536795,1654864267487525927,160,2,7370,A,B,260710000000,200,0,12929431,130,10868,11777582,MSFT
1654864267587586604,1654864267587575867,160,2,7370,C,A,261770000000,200,0,12927143,0,10737,11778153,MSFT
1654864267587586604,1654864267587575867,160,2,7370,A,A,261760000000,200,0,12929819,130,10737,11778153,MSFT
1654864267853808403,1654864267853797738,160,2,7370,C,B,260710000000,200,0,12929431,0,10665,11779585,MSFT
1654864267853808403,1654864267853797738,160,2,7370,A,B,260740000000,200,0,12930919,130,10665,11779585,MSFT
1654864267979182839,1654864267979172652,160,2,7370,C,A,261760000000,200,0,12929819,130,10187,11780282,MSFT
1654864267979195788,1654864267979185221,160,2,7370,A,A,261830000000,200,0,12931415,130,10567,11780283,MSFT
1654864268081112973,1654864268081102386,160,2,7370,C,A,261830000000,200,0,12931415,0,10587,11780662,MSFT
1654864268081112973,1654864268081102386,160,2,7370,A,A,261820000000,200,0,12931651,130,10587,11780662,MSFT
1654864268192271143,1654864268192260892,160,2,7370,C,A,261820000000,200,0,12931651,0,10251,11780953,MSFT
1654864268192271143,1654864268192260892,160,2,7370,A,A,261730000000,200,0,12931895,130,10251,11780953,MSFT
1654864268884237363,1654864268884227318,160,2,7370,C,A,261730000000,200,0,12931895,130,10045,11784245,MSFT
1654864268884250938,1654864268884240530,160,2,7370,A,A,261800000000,200,0,12934559,130,10408,11784246,MSFT
1654864268884591311,1654864268884581201,160,2,7370,C,A,261800000000,200,0,12934559,130,10110,11784249,MSFT
1654864268884604528,1654864268884593859,160,2,7370,A,A,261870000000,200,0,12934587,130,10669,11784250,MSFT
1654864268898046925,1654864268898036509,160,2,7370,C,B,260740000000,200,0,12930919,0,10416,11784296,MSFT
1654864268898046925,1654864268898036509,160,2,7370,A,B,260750000000,200,0,12934643,130,10416,11784296,MSFT
1654864269066192284,1654864269066181780,160,2,7370,C,A,261870000000,200,0,12934587,0,10504,11784970,MSFT
1654864269066192284,1654864269066181780,160,2,7370,A,A,261860000000,200,0,12934983,130,10504,11784970,MSFT
1654864269346404775,1654864269346394405,160,2,7370,C,B,260750000000,200,0,12934643,0,10370,11786361,MSFT
1654864269346404775,1654864269346394405,160,2,7370,A,B,260790000000,200,0,12936399,130,10370,11786361,MSFT
1654864269372052729,1654864269372036574,160,2,7370,T,A,261020000000,45,0,0,0,16155,11786526,MSFT
1654864269372052729,1654864269372036574,160,2,7370,F,B,261020000000,45,0,12910355,0,16155,11786526,MSFT
1654864269372052729,1654864269372036574,160,2,7370,C,B,261020000000,45,0,12910355,0,16155,11786526,MSFT
1654864269372052729,1654864269372036574,160,2,7370,T,A,261000000000,5,0,0,0,16155,11786527,MSFT
1654864269372052729,1654864269372036574,160,2,7370,F,B,261000000000,5,0,337111,0,16155,11786527,MSFT
1654864269372052729,1654864269372036574,160,2,7370,C,B,261000000000,5,0,337111,0,16155,11786527,MSFT
1654864269372052729,1654864269372036574,160,2,7370,T,A,261000000000,2,0,0,0,16155,11786528,MSFT
1654864269372052729,1654864269372036574,160,2,7370,F,B,261000000000,2,0,434655,0,16155,11786528,MSFT
1654864269372052729,1654864269372036574,160,2,7370,C,B,261000000000,2,0,434655,0,16155,11786528,MSFT
1654864269372052729,1654864269372036574,160,2,7370,T,A,261000000000,4,0,0,130,16155,11786529,MSFT
